HostName,RequestType,Name,ResponseTime,ResponseLength,Status
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,547.4015999934636,92770,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,427.4880000157282,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,472.15369998593815,54151,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,336.4309000025969,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,309.21089998446405,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=5&controller=category,505.6481000210624,54160,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,408.86749999481253,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,533.8700999855064,84234,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=8&controller=category,547.4760000070091,84243,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,406.2442999857012,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,541.152299992973,92770,PASS
DESKTOP-U80B0UL,GET,/index.php?id_category=3&controller=category,582.9942999989726,92770,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,422.4213999987114,25446,PASS
DESKTOP-U80B0UL,GET,/index.php?controller=order,414.21960000297986,25446,PASS
